ACCOUNT_ID,CUSTOMER_ID,INIT_BALANCE,COUNTRY,ACCOUNT_TYPE,IS_FRAUD,TX_BEHAVIOR_ID,OCCUPATION,SOURCE_OF_FUNDS,PEP_STATUS,DOCUMENT_STATUS,SANCTIONS_STATUS,KYC_STATUS,RISK_SCORE,RISK_LEVEL,RISK_REASONS,EDD_REQUIRED,EDD_STATUS
435,C_435,221.06,US,I,False,2,Consultant,Savings,Yes,Verified,Cleared,Verified,40,Medium,PEP status,Yes,Pending Review
436,C_436,309.83,US,I,False,2,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
437,C_437,269.33,US,I,False,2,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
438,C_438,276.68,US,I,False,2,Engineer,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
439,C_439,355.28,US,I,False,2,Engineer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
440,C_440,498.06,US,I,False,3,Software Developer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
441,C_441,576.26,US,I,False,3,Student,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
442,C_442,522.02,US,I,False,3,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
443,C_443,493.44,US,I,False,3,Engineer,Salary,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
444,C_444,526.46,US,I,False,3,Engineer,Salary,Yes,Verified,Cleared,Verified,40,Medium,PEP status,Yes,Pending Review
445,C_445,467.57,US,I,True,3,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
446,C_446,424.86,US,I,False,3,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
447,C_447,536.51,US,I,False,3,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
448,C_448,524.41,US,I,False,3,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
449,C_449,557.71,US,I,False,3,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
450,C_450,425.42,US,I,False,3,Software Developer,Savings,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
451,C_451,582.36,US,I,True,3,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
452,C_452,559.87,US,I,True,3,Consultant,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
453,C_453,583.38,US,I,False,3,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
454,C_454,574.51,US,I,False,3,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
455,C_455,536.2,US,I,False,3,Consultant,Unknown,No,Pending,Cleared,Pending,35,Medium,Unknown source of funds; Pending documents,No,Not Required
456,C_456,562.05,US,I,False,3,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
457,C_457,503.8,US,I,False,3,Engineer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
458,C_458,557.1,US,I,False,3,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
459,C_459,437.83,US,I,False,3,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
460,C_460,178.21,US,I,False,4,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
461,C_461,144.46,US,I,False,4,Consultant,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
462,C_462,175.66,US,I,False,4,Engineer,Investment,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
463,C_463,145.55,US,I,False,4,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
464,C_464,178.96,US,I,False,4,Consultant,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
465,C_465,107.53,US,I,False,4,Consultant,Investment,Yes,Pending,Cleared,Pending,55,Medium,PEP status; Pending documents,Yes,Pending Review
466,C_466,104.46,US,I,False,4,Business Owner,Savings,Yes,Verified,Cleared,Verified,40,Medium,PEP status,Yes,Pending Review
467,C_467,193.43,US,I,False,4,Student,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
468,C_468,148.62,US,I,False,4,Business Owner,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
469,C_469,190.11,US,I,True,4,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
470,C_470,194.48,US,I,False,4,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
471,C_471,166.65,US,I,False,4,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
472,C_472,157.18,US,I,False,4,Engineer,Salary,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
473,C_473,121.6,US,I,False,4,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
474,C_474,109.35,US,I,False,4,Business Owner,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
475,C_475,181.94,US,I,False,4,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
476,C_476,188.88,US,I,False,4,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
477,C_477,177.94,US,I,False,4,Software Developer,Unknown,No,Pending,Cleared,Pending,35,Medium,Unknown source of funds; Pending documents,No,Not Required
478,C_478,169.85,US,I,False,4,Engineer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
479,C_479,142.01,US,I,False,4,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
480,C_480,261.06,US,I,False,5,Consultant,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
481,C_481,222.69,US,I,False,5,Student,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
482,C_482,285.19,US,I,False,5,Consultant,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
483,C_483,313.2,US,I,False,5,Software Developer,Savings,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
484,C_484,384.58,US,I,True,5,Business Owner,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
485,C_485,387.15,US,I,False,5,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
486,C_486,283.13,US,I,False,5,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
487,C_487,219.84,US,I,False,5,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
488,C_488,354.76,US,I,True,5,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
489,C_489,346.86,US,I,False,5,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
490,C_490,206.14,US,I,True,5,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
491,C_491,289.34,US,I,False,5,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
492,C_492,337.28,US,I,False,5,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
493,C_493,206.03,US,I,False,5,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
494,C_494,383.86,US,I,False,5,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
495,C_495,392.45,US,I,False,5,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
496,C_496,344.51,US,I,False,5,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
497,C_497,215.71,US,I,False,5,Teacher,Savings,Yes,Verified,Cleared,Verified,40,Medium,PEP status,Yes,Pending Review
498,C_498,214.07,US,I,False,5,Business Owner,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
499,C_499,271.85,US,I,False,5,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
500,C_500,102.94,US,I,False,1,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
501,C_501,134.79,US,I,False,1,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
502,C_502,101.0,US,I,False,1,Engineer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
503,C_503,197.43,US,I,False,1,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
504,C_504,181.9,US,I,False,1,Business Owner,Business Income,No,Rejected,Cleared,Rejected,40,Medium,Rejected documents,No,Not Required
505,C_505,107.05,US,I,False,1,Business Owner,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
506,C_506,189.34,US,I,False,1,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
507,C_507,120.8,US,I,False,1,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
508,C_508,120.48,US,I,False,1,Teacher,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
509,C_509,167.38,US,I,False,1,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
510,C_510,193.83,US,I,False,1,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
511,C_511,112.32,US,I,False,1,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
512,C_512,100.72,US,I,False,1,Software Developer,Salary,No,Rejected,Cleared,Rejected,40,Medium,Rejected documents,No,Not Required
513,C_513,136.91,US,I,False,1,Business Owner,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
514,C_514,102.47,US,I,False,1,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
515,C_515,160.48,US,I,False,1,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
516,C_516,185.92,US,I,False,1,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
517,C_517,118.7,US,I,False,1,Engineer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
518,C_518,111.24,US,I,False,1,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
519,C_519,134.44,US,I,False,1,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
520,C_520,391.83,US,I,False,2,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
521,C_521,226.03,US,I,False,2,Consultant,Investment,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
522,C_522,393.3,US,I,False,2,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
523,C_523,272.45,US,I,False,2,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
524,C_524,294.67,US,I,False,2,Consultant,Savings,Yes,Verified,Cleared,Verified,40,Medium,PEP status,Yes,Pending Review
525,C_525,258.53,US,I,False,2,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
526,C_526,387.43,US,I,False,2,Engineer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
527,C_527,391.63,US,I,False,2,Engineer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
528,C_528,327.18,US,I,False,2,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
529,C_529,236.81,US,I,False,2,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
530,C_530,398.59,US,I,False,2,Consultant,Business Income,Yes,Verified,Cleared,Verified,40,Medium,PEP status,Yes,Pending Review
531,C_531,220.52,US,I,False,2,Teacher,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
532,C_532,316.17,US,I,False,2,Engineer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
533,C_533,231.28,US,I,False,2,Engineer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
534,C_534,379.54,US,I,False,2,Consultant,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
535,C_535,389.14,US,I,False,2,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
536,C_536,360.88,US,I,True,2,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
537,C_537,263.18,US,I,False,2,Software Developer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
538,C_538,248.57,US,I,False,2,Teacher,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
539,C_539,350.97,US,I,False,2,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
540,C_540,458.21,US,I,True,3,Consultant,Unknown,No,Pending,Cleared,Pending,35,Medium,Unknown source of funds; Pending documents,No,Not Required
541,C_541,483.96,US,I,False,3,Consultant,Investment,Yes,Verified,Cleared,Verified,40,Medium,PEP status,Yes,Pending Review
542,C_542,409.25,US,I,True,3,Engineer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
543,C_543,426.45,US,I,False,3,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
544,C_544,404.11,US,I,False,3,Consultant,Salary,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
545,C_545,415.58,US,I,False,3,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
546,C_546,414.64,US,I,False,3,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
547,C_547,484.05,US,I,False,3,Engineer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
548,C_548,510.16,US,I,False,3,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
549,C_549,548.18,US,I,False,3,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
550,C_550,428.46,US,I,False,3,Engineer,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
551,C_551,484.44,US,I,False,3,Consultant,Savings,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
552,C_552,527.39,US,I,False,3,Consultant,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
553,C_553,416.91,US,I,False,3,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
554,C_554,488.96,US,I,False,3,Software Developer,Investment,No,Verified,Potential Match,Manual Review,50,Medium,Potential sanctions match,Yes,Pending Review
555,C_555,473.85,US,I,False,3,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
556,C_556,589.79,US,I,False,3,Software Developer,Savings,No,Verified,Potential Match,Manual Review,50,Medium,Potential sanctions match,Yes,Pending Review
557,C_557,411.57,US,I,False,3,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
558,C_558,481.73,US,I,False,3,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
559,C_559,483.45,US,I,False,3,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
560,C_560,172.82,US,I,False,4,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
561,C_561,132.07,US,I,False,4,Engineer,Salary,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
562,C_562,120.4,US,I,False,4,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
563,C_563,129.33,US,I,False,4,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
564,C_564,147.09,US,I,False,4,Consultant,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
565,C_565,195.03,US,I,False,4,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
566,C_566,179.65,US,I,False,4,Software Developer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
567,C_567,127.7,US,I,False,4,Engineer,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
568,C_568,155.82,US,I,False,4,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
569,C_569,168.82,US,I,False,4,Teacher,Salary,Yes,Verified,Cleared,Verified,40,Medium,PEP status,Yes,Pending Review
570,C_570,179.57,US,I,True,4,Consultant,Business Income,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
571,C_571,144.62,US,I,False,4,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
572,C_572,139.88,US,I,False,4,Software Developer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
573,C_573,176.76,US,I,False,4,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
574,C_574,143.17,US,I,False,4,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
575,C_575,124.8,US,I,False,4,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
576,C_576,145.34,US,I,True,4,Software Developer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
577,C_577,193.71,US,I,False,4,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
578,C_578,114.26,US,I,True,4,Consultant,Investment,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
579,C_579,146.24,US,I,False,4,Business Owner,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
580,C_580,327.46,US,I,False,5,Business Owner,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
581,C_581,296.66,US,I,False,5,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
582,C_582,240.73,US,I,False,5,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
583,C_583,200.37,US,I,False,5,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
584,C_584,339.8,US,I,False,5,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
585,C_585,323.75,US,I,True,5,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
586,C_586,201.56,US,I,False,5,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
587,C_587,259.71,US,I,False,5,Consultant,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
588,C_588,353.73,US,I,True,5,Consultant,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
589,C_589,325.78,US,I,True,5,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
590,C_590,309.04,US,I,False,5,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
591,C_591,231.24,US,I,False,5,Consultant,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
592,C_592,341.26,US,I,False,5,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
593,C_593,294.29,US,I,False,5,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
594,C_594,335.64,US,I,False,5,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
595,C_595,352.02,US,I,False,5,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
596,C_596,246.47,US,I,True,5,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
597,C_597,352.4,US,I,False,5,Consultant,Business Income,Yes,Verified,Cleared,Verified,40,Medium,PEP status,Yes,Pending Review
598,C_598,256.02,US,I,False,5,Consultant,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
599,C_599,396.8,US,I,False,5,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
600,C_600,112.08,US,I,True,1,Teacher,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
601,C_601,188.37,US,I,False,1,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
602,C_602,104.05,US,I,False,1,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
603,C_603,125.66,US,I,False,1,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
604,C_604,152.61,US,I,False,1,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
605,C_605,158.16,US,I,False,1,Business Owner,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
606,C_606,139.62,US,I,False,1,Consultant,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
607,C_607,110.2,US,I,False,1,Student,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
608,C_608,125.26,US,I,True,1,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
609,C_609,128.34,US,I,False,1,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
610,C_610,175.52,US,I,False,1,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
611,C_611,190.88,US,I,False,1,Engineer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
612,C_612,159.54,US,I,False,1,Teacher,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
613,C_613,103.55,US,I,False,1,Consultant,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
614,C_614,179.22,US,I,False,1,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
615,C_615,130.56,US,I,False,1,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
616,C_616,133.99,US,I,False,1,Consultant,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
617,C_617,153.02,US,I,True,1,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
618,C_618,124.9,US,I,False,1,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
619,C_619,192.0,US,I,False,1,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
620,C_620,232.71,US,I,True,2,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
621,C_621,282.97,US,I,False,2,Teacher,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
622,C_622,257.94,US,I,False,2,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
623,C_623,303.97,US,I,False,2,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
624,C_624,314.8,US,I,False,2,Business Owner,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
625,C_625,325.43,US,I,False,2,Engineer,Investment,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
626,C_626,306.28,US,I,False,2,Engineer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
627,C_627,282.16,US,I,False,2,Business Owner,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
628,C_628,326.92,US,I,False,2,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
629,C_629,280.68,US,I,False,2,Consultant,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
630,C_630,355.71,US,I,False,2,Engineer,Unknown,No,Verified,Cleared,Verified,20,Low,Unknown source of funds,No,Not Required
631,C_631,357.64,US,I,False,2,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
632,C_632,258.45,US,I,False,2,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
633,C_633,274.36,US,I,False,2,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
634,C_634,325.76,US,I,False,2,Consultant,Investment,Yes,Verified,Cleared,Verified,40,Medium,PEP status,Yes,Pending Review
635,C_635,231.41,US,I,False,2,Business Owner,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
636,C_636,339.41,US,I,False,2,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
637,C_637,276.29,US,I,False,2,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
638,C_638,318.21,US,I,False,2,Student,Unknown,No,Pending,Cleared,Pending,35,Medium,Unknown source of funds; Pending documents,No,Not Required
639,C_639,227.91,US,I,False,2,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
640,C_640,533.65,US,I,False,3,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
641,C_641,470.81,US,I,True,3,Business Owner,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
642,C_642,494.53,US,I,False,3,Business Owner,Business Income,No,Pending,Cleared,Pending,15,Low,Pending documents,No,Not Required
643,C_643,483.02,US,I,False,3,Software Developer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
644,C_644,495.34,US,I,True,3,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
645,C_645,538.94,US,I,False,3,Engineer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
646,C_646,463.65,US,I,False,3,Engineer,Investment,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
647,C_647,530.41,US,I,False,3,Student,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
648,C_648,412.04,US,I,False,3,Business Owner,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
649,C_649,460.04,US,I,False,3,Business Owner,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
650,C_650,549.04,US,I,False,3,Software Developer,Salary,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
651,C_651,410.48,US,I,True,3,Consultant,Business Income,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
652,C_652,524.23,US,I,False,3,Student,Family Support,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
653,C_653,405.11,US,I,False,3,Engineer,Savings,No,Verified,Cleared,Verified,0,Low,No major risk indicators,No,Not Required
654,C_654,494.31,US,I,True,3,Consultant,Investment,Yes,Verified,Cleared,Verified,40,Medium,PEP status,Yes,Pending Review
